site,monthyear_date,tested,cases,proportion_rdt,count_rdt,notsuspect,suspect,mths_since_irs_continuous,tpr,tpr_adj_cases,cases_adjusted,month,Latitude,Longitude,precip_lag,precip
Obalanga,7/1/2020,1910,1428,0.815183246,1557,309,1910,NA,0.747643979,0,1428,7,2.198768,33.594979,150.5258789,169.09021
Obalanga,8/1/2020,1304,962,0.726226994,947,95,1304,NA,0.737730061,0,962,8,2.198768,33.594979,169.09021,258.4777832
Obalanga,9/1/2020,1078,738,0.70593692,761,4,1078,NA,0.684601113,0,738,9,2.198768,33.594979,258.4777832,160.5614471
Obalanga,10/1/2020,1404,813,0.767094017,1077,2,1404,NA,0.579059829,0,813,10,2.198768,33.594979,160.5614471,172.4967804
Obalanga,11/1/2020,1247,572,0.75701684,944,9,1247,NA,0.458700882,0,572,11,2.198768,33.594979,172.4967804,134.2638397
Obalanga,12/1/2020,1012,436,0.898221344,909,0,1012,NA,0.43083004,0,436,12,2.198768,33.594979,134.2638397,16.77419662
Obalanga,1/1/2021,1013,337,0.944718657,957,0,1013,NA,0.332675222,0,337,1,2.198768,33.594979,16.77419662,40.73722076
Obalanga,2/1/2021,1232,361,0.905844156,1116,37,1232,NA,0.293019481,0,361,2,2.198768,33.594979,40.73722076,28.09908295
Obalanga,3/1/2021,1052,298,0.901140684,948,208,1052,NA,0.283269962,0,298,3,2.198768,33.594979,28.09908295,41.54014587
Obalanga,4/1/2021,1011,330,0.926805143,937,246,1011,NA,0.326409496,0,330,4,2.198768,33.594979,41.54014587,189.1841431
Obalanga,5/1/2021,990,582,0.909090909,900,23,990,NA,0.587878788,0,582,5,2.198768,33.594979,189.1841431,166.8594055
Obalanga,6/1/2021,1280,773,0.871875,1116,0,1280,NA,0.60390625,0,773,6,2.198768,33.594979,166.8594055,62.34215927
Obalanga,7/1/2021,1285,605,0.769649805,989,42,1285,NA,0.470817121,0,605,7,2.198768,33.594979,62.34215927,96.68174744
Obalanga,8/1/2021,1308,687,0.798929664,1045,125,1308,NA,0.525229358,0,687,8,2.198768,33.594979,96.68174744,118.2227173
Obalanga,9/1/2021,1071,504,0.826330532,885,144,1071,NA,0.470588235,0,504,9,2.198768,33.594979,118.2227173,149.6808167
Obalanga,10/1/2021,1155,602,0.814718615,941,216,1155,NA,0.521212121,0,602,10,2.198768,33.594979,149.6808167,106.6912689
Orum,3/1/2014,673,336,0.46359584,312,410,747,0,0.499257058,36.94502229,373,3,2.401264,33.34869,18.10025787,78.77155304
Orum,4/1/2014,839,491,0.384982122,323,595,910,0,0.585220501,41.55065554,533,4,2.401264,33.34869,78.77155304,126.0895844
Orum,5/1/2014,1021,848,0.519098923,530,539,1082,0,0.830558276,50.66405485,899,5,2.401264,33.34869,126.0895844,256.8834839
Orum,6/1/2014,1008,734,0.438492063,442,586,1122,0,0.728174603,83.01190476,817,6,2.401264,33.34869,256.8834839,238.7929688
Orum,7/1/2014,837,592,0.41218638,345,854,843,0,0.707287933,4.243727599,596,7,2.401264,33.34869,238.7929688,164.4958801
Orum,8/1/2014,760,532,0.477631579,363,673,761,0,0.7,0.7,533,8,2.401264,33.34869,164.4958801,244.7029877
Orum,9/1/2014,839,552,0.567342074,476,769,846,0,0.657926103,4.605482718,557,9,2.401264,33.34869,244.7029877,108.2049026
Orum,10/1/2014,957,653,0.561128527,537,781,965,0,0.682340648,5.458725183,658,10,2.401264,33.34869,108.2049026,173.9071655
Orum,11/1/2014,762,450,0.44488189,339,556,763,0,0.590551181,0.590551181,451,11,2.401264,33.34869,173.9071655,102.5332413
Orum,12/1/2014,632,374,0.183544304,116,470,664,0,0.591772152,18.93670886,393,12,2.401264,33.34869,102.5332413,19.0897522
Orum,1/1/2015,601,412,0.344425957,207,563,621,0,0.685524126,13.71048253,426,1,2.401264,33.34869,19.0897522,3.300540924
Orum,2/1/2015,654,298,0.619266055,405,676,706,1,0.455657492,23.6941896,322,2,2.401264,33.34869,3.300540924,17.22561455
Orum,3/1/2015,652,306,0.877300613,572,547,706,2,0.469325153,25.34355828,331,3,2.401264,33.34869,17.22561455,40.89611053
Orum,4/1/2015,338,206,0.467455621,158,595,381,3,0.609467456,26.20710059,232,4,2.401264,33.34869,40.89611053,245.2442627
Orum,5/1/2015,808,501,0.533415842,431,423,844,4,0.620049505,22.32178218,523,5,2.401264,33.34869,245.2442627,178.6061859
Orum,6/1/2015,1159,960,0.044866264,52,442,1233,5,0.828300259,61.29421915,1021,6,2.401264,33.34869,178.6061859,207.3342743
Orum,7/1/2015,776,606,0.105670103,82,522,820,6,0.780927835,34.36082474,640,7,2.401264,33.34869,207.3342743,197.500412
Orum,8/1/2015,410,248,0.643902439,264,443,451,7,0.604878049,24.8,273,8,2.401264,33.34869,197.500412,156.756012
Orum,9/1/2015,408,214,0.590686275,241,396,491,8,0.524509804,43.53431373,258,9,2.401264,33.34869,156.756012,118.3869476
Orum,10/1/2015,792,558,0.391414141,310,379,873,9,0.704545455,57.06818182,615,10,2.401264,33.34869,118.3869476,228.9810181
Orum,11/1/2015,709,369,0.779971791,553,445,756,10,0.52045134,24.46121298,393,11,2.401264,33.34869,228.9810181,220.9784851
Orum,12/1/2015,522,203,0.798850575,417,361,562,11,0.388888889,15.55555556,219,12,2.401264,33.34869,220.9784851,55.23917389
Orum,1/1/2016,659,330,0.798179059,526,352,716,12,0.500758725,28.54324734,359,1,2.401264,33.34869,55.23917389,18.60482788
Orum,2/1/2016,424,322,0.186320755,79,337,467,13,0.759433962,32.65566038,355,2,2.401264,33.34869,18.60482788,7.817248344
Orum,3/1/2016,553,289,0.611211573,338,374,592,14,0.522603978,20.38155515,309,3,2.401264,33.34869,7.817248344,37.28868484
Orum,4/1/2016,568,183,0.88028169,500,363,606,15,0.322183099,12.24295775,195,4,2.401264,33.34869,37.28868484,278.7146301
Orum,5/1/2016,684,252,0.91374269,625,408,733,16,0.368421053,18.05263158,270,5,2.401264,33.34869,278.7146301,167.8864441
Orum,6/1/2016,777,341,0.75032175,583,366,819,17,0.438867439,18.43243243,359,6,2.401264,33.34869,167.8864441,115.6577301
Orum,7/1/2016,732,327,0.482240437,353,506,786,18,0.446721311,24.12295082,351,7,2.401264,33.34869,115.6577301,182.2456665
Orum,8/1/2016,936,465,0.463675214,434,546,973,19,0.496794872,18.38141026,483,8,2.401264,33.34869,182.2456665,146.9564972
Orum,9/1/2016,1004,530,0.541832669,544,460,1047,20,0.527888446,22.69920319,553,9,2.401264,33.34869,146.9564972,101.0411453
Orum,10/1/2016,937,653,0.411953042,386,546,957,21,0.696905016,13.93810032,667,10,2.401264,33.34869,101.0411453,175.342865
Orum,11/1/2016,1080,560,0.532407407,575,517,1085,22,0.518518519,2.592592593,563,11,2.401264,33.34869,175.342865,62.30561829
Orum,12/1/2016,838,470,0.630071599,528,443,841,23,0.560859189,1.682577566,472,12,2.401264,33.34869,62.30561829,7.10841465
Orum,1/1/2017,678,339,0.508849558,345,393,688,24,0.5,5,344,1,2.401264,33.34869,7.10841465,9.001893997
Orum,2/1/2017,449,147,0.654788419,294,398,459,25,0.327394209,3.273942094,150,2,2.401264,33.34869,9.001893997,110.0488129
Orum,3/1/2017,818,211,0.479217604,392,563,819,26,0.25794621,0.25794621,211,3,2.401264,33.34869,110.0488129,71.82250977
Orum,4/1/2017,959,519,0.249217935,239,329,962,27,0.541188738,1.623566215,521,4,2.401264,33.34869,71.82250977,134.4510803
Orum,5/1/2017,1019,547,0.038272816,39,432,1020,28,0.536800785,0.536800785,548,5,2.401264,33.34869,134.4510803,135.3893738
Orum,6/1/2017,1182,763,0.014382403,17,378,1185,29,0.645516074,1.936548223,765,6,2.401264,33.34869,135.3893738,152.9223328
Orum,7/1/2017,961,539,0.004162331,4,342,962,30,0.560874089,0.560874089,540,7,2.401264,33.34869,152.9223328,281.9611206
Orum,8/1/2017,625,310,0,0,438,629,31,0.496,1.984,312,8,2.401264,33.34869,281.9611206,177.1530762
Orum,9/1/2017,602,264,0,0,371,602,32,0.438538206,0,264,9,2.401264,33.34869,177.1530762,152.6726379
Orum,10/1/2017,696,458,0.001436782,1,325,696,33,0.658045977,0,458,10,2.401264,33.34869,152.6726379,122.8436356
Orum,11/1/2017,621,217,0.449275362,279,319,622,34,0.349436393,0.349436393,217,11,2.401264,33.34869,122.8436356,95.64822388
Orum,12/1/2017,277,65,0.913357401,253,511,277,35,0.23465704,0,65,12,2.401264,33.34869,95.64822388,4.919397354
Orum,1/1/2018,276,49,0.684782609,189,744,276,36,0.177536232,0,49,1,2.401264,33.34869,4.919397354,3.509218216
Orum,2/1/2018,286,57,0.297202797,85,585,286,37,0.199300699,0,57,2,2.401264,33.34869,3.509218216,27.54614639
Orum,3/1/2018,307,60,0.80781759,248,619,307,38,0.195439739,0,60,3,2.401264,33.34869,27.54614639,154.6823578
Orum,4/1/2018,421,68,0.914489311,385,524,421,39,0.16152019,0,68,4,2.401264,33.34869,154.6823578,236.7851715
Orum,5/1/2018,388,62,0.981958763,381,569,388,40,0.159793814,0,62,5,2.401264,33.34869,236.7851715,236.7219086
Orum,6/1/2018,461,98,0.754880694,348,564,461,41,0.212581345,0,98,6,2.401264,33.34869,236.7219086,195.9299622
Orum,7/1/2018,549,94,0.857923497,471,611,549,42,0.171220401,0,94,7,2.401264,33.34869,195.9299622,136.8133392
Orum,8/1/2018,492,93,0.754065041,371,570,492,43,0.18902439,0,93,8,2.401264,33.34869,136.8133392,229.1718445
Orum,9/1/2018,341,76,0.653958944,223,520,341,44,0.2228739,0,76,9,2.401264,33.34869,229.1718445,75.0737381
Orum,10/1/2018,529,158,0.778827977,412,624,529,45,0.298676749,0,158,10,2.401264,33.34869,75.0737381,141.532959
Orum,11/1/2018,375,80,0.802666667,301,448,375,46,0.213333333,0,80,11,2.401264,33.34869,141.532959,93.94708252
Orum,12/1/2018,278,50,0.920863309,256,346,278,47,0.179856115,0,50,12,2.401264,33.34869,93.94708252,57.66523743
Orum,1/1/2019,357,37,0.725490196,259,633,357,48,0.103641457,0,37,1,2.401264,33.34869,57.66523743,5.468446732
Orum,2/1/2019,373,42,0.946380697,353,480,373,49,0.112600536,0,42,2,2.401264,33.34869,5.468446732,27.73694801
Orum,3/1/2019,328,45,0.847560976,278,466,328,50,0.137195122,0,45,3,2.401264,33.34869,27.73694801,42.76595688
Orum,4/1/2019,369,40,0.807588076,298,428,369,51,0.108401084,0,40,4,2.401264,33.34869,42.76595688,131.5512695
Orum,5/1/2019,371,115,0.590296496,219,514,371,52,0.309973046,0,115,5,2.401264,33.34869,131.5512695,187.5483551
Orum,6/1/2019,825,394,0.724848485,598,374,825,53,0.477575758,0,394,6,2.401264,33.34869,187.5483551,222.0373535
Orum,7/1/2019,855,285,0.821052632,702,747,855,54,0.333333333,0,285,7,2.401264,33.34869,222.0373535,200.7047424
Orum,8/1/2019,757,282,0.93659181,709,296,757,55,0.372523118,0,282,8,2.401264,33.34869,200.7047424,167.5321503
Orum,9/1/2019,612,250,0.895424837,548,499,612,56,0.408496732,0,250,9,2.401264,33.34869,167.5321503,146.4230804
Orum,10/1/2019,711,182,0.888888889,632,428,711,57,0.255977496,0,182,10,2.401264,33.34869,146.4230804,213.1212769
Orum,11/1/2019,427,105,0.971896956,415,399,427,58,0.245901639,0,105,11,2.401264,33.34869,213.1212769,136.4627228
Orum,12/1/2019,376,189,0.095744681,36,372,376,59,0.502659574,0,189,12,2.401264,33.34869,136.4627228,177.6273804
Orum,1/1/2020,564,210,0.906028369,511,460,564,60,0.372340426,0,210,1,2.401264,33.34869,177.6273804,23.49182892
Orum,2/1/2020,411,126,0.944038929,388,350,411,61,0.306569343,0,126,2,2.401264,33.34869,23.49182892,31.06943893
Orum,3/1/2020,518,136,0.978764479,507,401,518,62,0.262548263,0,136,3,2.401264,33.34869,31.06943893,208.1944885
Orum,4/1/2020,481,138,0.9002079,433,445,481,63,0.286902287,0,138,4,2.401264,33.34869,208.1944885,180.1731567
Orum,5/1/2020,584,169,0.84760274,495,332,584,64,0.289383562,0,169,5,2.401264,33.34869,180.1731567,132.5767212
Orum,6/1/2020,575,207,0.791304348,455,260,575,65,0.36,0,207,6,2.401264,33.34869,132.5767212,145.8990326
Orum,7/1/2020,568,279,0.815140845,463,428,568,66,0.491197183,0,279,7,2.401264,33.34869,145.8990326,182.5553589
Orum,8/1/2020,582,302,0.783505155,456,389,582,67,0.518900344,0,302,8,2.401264,33.34869,182.5553589,226.6239319
Orum,9/1/2020,671,343,0.751117735,504,317,671,68,0.511177347,0,343,9,2.401264,33.34869,226.6239319,146.9421387
Orum,10/1/2020,587,267,0.892674617,524,306,587,69,0.454855196,0,267,10,2.401264,33.34869,146.9421387,234.5921173
Orum,11/1/2020,614,335,0.959283388,589,364,614,70,0.545602606,0,335,11,2.401264,33.34869,234.5921173,130.5512848
Orum,12/1/2020,652,413,0.532208589,347,302,652,71,0.633435583,0,413,12,2.401264,33.34869,130.5512848,14.53603935
Orum,1/1/2021,390,221,0.105128205,41,319,390,72,0.566666667,0,221,1,2.401264,33.34869,14.53603935,27.73546982
Orum,2/1/2021,512,212,0.849609375,435,330,512,73,0.4140625,0,212,2,2.401264,33.34869,27.73546982,19.50128555
Orum,3/1/2021,537,211,0.802607076,431,367,537,74,0.39292365,0,211,3,2.401264,33.34869,19.50128555,43.20035172
Orum,4/1/2021,333,134,0.537537538,179,297,333,75,0.402402402,0,134,4,2.401264,33.34869,43.20035172,165.6943665
Orum,5/1/2021,984,597,0.93800813,923,401,984,76,0.606707317,0,597,5,2.401264,33.34869,165.6943665,195.8967285
Orum,6/1/2021,1187,770,0.527379949,626,416,1187,77,0.648694187,0,770,6,2.401264,33.34869,195.8967285,86.13458252
Orum,7/1/2021,829,533,0.592279855,491,335,829,78,0.642943305,0,533,7,2.401264,33.34869,86.13458252,126.8199463
Orum,8/1/2021,1183,727,0,0,397,1183,79,0.614539307,0,727,8,2.401264,33.34869,126.8199463,129.9037933
Orum,9/1/2021,895,513,0,0,277,895,80,0.573184358,0,513,9,2.401264,33.34869,129.9037933,132.6652985
Orum,10/1/2021,782,346,0,0,184,782,81,0.442455243,0,346,10,2.401264,33.34869,132.6652985,123.2601166
Patongo,1/1/2020,1607,1143,0.985065339,1583,326,1609,NA,0.711263223,1.422526447,1144,1,2.76042,33.311638,154.1211853,14.40698624
Patongo,2/1/2020,1505,1016,0.984717608,1482,297,1505,NA,0.675083056,0,1016,2,2.76042,33.311638,14.40698624,24.66207504
Patongo,3/1/2020,1518,906,0.980237154,1488,384,1518,NA,0.596837945,0,906,3,2.76042,33.311638,24.66207504,219.3127289
Patongo,4/1/2020,1411,852,0.97448618,1375,305,1411,NA,0.603827073,0,852,4,2.76042,33.311638,219.3127289,130.5085449
Patongo,5/1/2020,1379,933,0.975344453,1345,256,1379,NA,0.67657723,0,933,5,2.76042,33.311638,130.5085449,128.4035492
Patongo,6/1/2020,1814,1279,0.985115766,1787,223,1814,NA,0.705071665,0,1279,6,2.76042,33.311638,128.4035492,121.5270386
Patongo,7/1/2020,2071,1487,0.978754225,2027,307,2074,NA,0.718010623,2.154031869,1489,7,2.76042,33.311638,121.5270386,163.7736511
Patongo,8/1/2020,1346,872,0.894502229,1204,193,1346,NA,0.647845468,0,872,8,2.76042,33.311638,163.7736511,207.6093597
Patongo,9/1/2020,1813,1233,0.990623276,1796,165,1813,NA,0.680088252,0,1233,9,2.76042,33.311638,207.6093597,143.6747589
Patongo,10/1/2020,1089,633,0.986225895,1074,174,1089,NA,0.581267218,0,633,10,2.76042,33.311638,143.6747589,223.0730743
Patongo,11/1/2020,1368,842,0.821637427,1124,204,1368,NA,0.615497076,0,842,11,2.76042,33.311638,223.0730743,103.7690353
Patongo,12/1/2020,1150,715,0.984347826,1132,228,1150,NA,0.62173913,0,715,12,2.76042,33.311638,103.7690353,19.66757393
Patongo,1/1/2021,830,385,0.710843373,590,186,830,NA,0.463855422,0,385,1,2.76042,33.311638,19.66757393,11.29662132
Patongo,2/1/2021,960,328,0.969791667,931,244,960,NA,0.341666667,0,328,2,2.76042,33.311638,11.29662132,13.62781715
Patongo,3/1/2021,808,202,0.959158416,775,355,808,NA,0.25,0,202,3,2.76042,33.311638,13.62781715,48.10067368
Patongo,4/1/2021,615,155,1,615,301,615,NA,0.25203252,0,155,4,2.76042,33.311638,48.10067368,140.9427185
Patongo,5/1/2021,911,434,0.969264544,883,264,911,NA,0.476399561,0,434,5,2.76042,33.311638,140.9427185,174.5042725
Patongo,6/1/2021,1136,437,0.76584507,870,217,1136,NA,0.384683099,0,437,6,2.76042,33.311638,174.5042725,61.14599228
Patongo,7/1/2021,1304,672,0.898006135,1171,196,1304,NA,0.515337423,0,672,7,2.76042,33.311638,61.14599228,127.7531281
Patongo,8/1/2021,1284,712,0.579439252,744,425,1284,NA,0.554517134,0,712,8,2.76042,33.311638,127.7531281,136.0912018
Patongo,9/1/2021,373,196,0.407506702,152,318,373,NA,0.525469169,0,196,9,2.76042,33.311638,136.0912018,138.5088348
Patongo,10/1/2021,802,488,0.986284289,791,127,802,NA,0.608478803,0,488,10,2.76042,33.311638,138.5088348,85.45085144
