site,monthyear_date,tested,cases,proportion_rdt,count_rdt,notsuspect,suspect,mths_since_irs_continuous,tpr,tpr_adj_cases,cases_adjusted,month,Latitude,Longitude,precip_lag,precip
Dokolo,7/1/2020,959,382,0.990615224,950,1711,959,66,0.398331595,0,382,7,1.917083,33.174378,136.8651886,148.8270264
Dokolo,8/1/2020,871,312,0.991963261,864,1632,880,67,0.358208955,3.223880597,315,8,1.917083,33.174378,148.8270264,253.0434265
Dokolo,9/1/2020,818,316,0.988997555,809,1738,818,68,0.386308068,0,316,9,1.917083,33.174378,253.0434265,227.70961
Dokolo,10/1/2020,1045,410,0.890909091,931,1917,1045,69,0.392344498,0,410,10,1.917083,33.174378,227.70961,204.5240936
Dokolo,11/1/2020,1225,547,0.580408163,711,1747,1225,70,0.446530612,0,547,11,1.917083,33.174378,204.5240936,189.9643555
Dokolo,12/1/2020,1430,850,0.947552448,1355,1546,1430,71,0.594405594,0,850,12,1.917083,33.174378,189.9643555,24.87444496
Dokolo,1/1/2021,886,363,0.489841986,434,1503,896,72,0.409706546,4.097065463,367,1,1.917083,33.174378,24.87444496,35.56412125
Dokolo,2/1/2021,1098,447,0.989071038,1086,1869,1098,73,0.407103825,0,447,2,1.917083,33.174378,35.56412125,30.45515823
Dokolo,3/1/2021,1293,548,0.987625677,1277,1941,1294,74,0.423820572,0.423820572,548,3,1.917083,33.174378,30.45515823,45.81582642
Dokolo,4/1/2021,1284,658,0.939252336,1206,1475,1284,75,0.512461059,0,658,4,1.917083,33.174378,45.81582642,173.6761322
Dokolo,5/1/2021,1396,744,0.838108883,1170,1371,1396,76,0.532951289,0,744,5,1.917083,33.174378,173.6761322,165.5015259
Dokolo,6/1/2021,875,339,0.667428571,584,1227,875,77,0.387428571,0,339,6,1.917083,33.174378,165.5015259,67.47717285
Dokolo,7/1/2021,745,299,0.891275168,664,1271,745,78,0.401342282,0,299,7,1.917083,33.174378,67.47717285,54.29754639
Dokolo,8/1/2021,932,363,0.980686695,914,1678,932,79,0.389484979,0,363,8,1.917083,33.174378,54.29754639,147.168869
Dokolo,9/1/2021,855,328,0.995321637,851,1236,855,80,0.383625731,0,328,9,1.917083,33.174378,147.168869,201.2242432
Dokolo,10/1/2021,1082,430,0.860443623,931,1202,1102,81,0.3974122,7.948243993,438,10,1.917083,33.174378,201.2242432,114.7250366
Kapelebyong,1/1/2020,404,149,0.977722772,395,310,409,NA,0.368811881,1.844059406,151,1,2.275681011,33.77566799,110.7055588,23.48593903
Kapelebyong,2/1/2020,419,202,0.983293556,412,303,420,NA,0.482100239,0.482100239,202,2,2.275681011,33.77566799,23.48593903,27.90869713
Kapelebyong,3/1/2020,338,156,0.979289941,331,301,338,NA,0.461538462,0,156,3,2.275681011,33.77566799,27.90869713,201.9554138
Kapelebyong,4/1/2020,505,213,0.998019802,504,506,507,NA,0.421782178,0.843564356,214,4,2.275681011,33.77566799,201.9554138,172.2150879
Kapelebyong,5/1/2020,437,212,0.995423341,435,366,437,NA,0.485125858,0,212,5,2.275681011,33.77566799,172.2150879,154.9798279
Kapelebyong,6/1/2020,1171,746,0.997438087,1168,527,1171,NA,0.63706234,0,746,6,2.275681011,33.77566799,154.9798279,129.9828796
Kapelebyong,7/1/2020,1685,1201,0.995252226,1677,662,1685,NA,0.712759644,0,1201,7,2.275681011,33.77566799,129.9828796,170.616272
Kapelebyong,8/1/2020,1497,1098,0.995991984,1491,779,1498,NA,0.733466934,0.733466934,1099,8,2.275681011,33.77566799,170.616272,240.6645813
Kapelebyong,9/1/2020,1209,769,0.993382961,1201,611,1209,NA,0.636062862,0,769,9,2.275681011,33.77566799,240.6645813,153.3412628
Kapelebyong,10/1/2020,1120,620,0.995535714,1115,489,1120,NA,0.553571429,0,620,10,2.275681011,33.77566799,153.3412628,174.8543396
Kapelebyong,11/1/2020,1049,482,0.998093422,1047,665,1049,NA,0.459485224,0,482,11,2.275681011,33.77566799,174.8543396,79.74571228
Kapelebyong,12/1/2020,877,367,0.998859749,876,736,877,NA,0.418472064,0,367,12,2.275681011,33.77566799,79.74571228,15.81676292
Kapelebyong,1/1/2021,615,215,0.998373984,614,679,615,NA,0.349593496,0,215,1,2.275681011,33.77566799,15.81676292,43.4934082
Kapelebyong,2/1/2021,656,156,1,656,732,656,NA,0.237804878,0,156,2,2.275681011,33.77566799,43.4934082,24.6188736
Kapelebyong,3/1/2021,768,130,1,768,853,768,NA,0.169270833,0,130,3,2.275681011,33.77566799,24.6188736,41.61550903
Kapelebyong,4/1/2021,633,101,0.998420221,632,662,633,NA,0.159557662,0,101,4,2.275681011,33.77566799,41.61550903,173.348999
Kapelebyong,5/1/2021,742,306,0.998652291,741,793,742,NA,0.412398922,0,306,5,2.275681011,33.77566799,173.348999,156.8391724
Kapelebyong,6/1/2021,923,320,1,923,868,923,NA,0.346695558,0,320,6,2.275681011,33.77566799,156.8391724,60.41496277
Kapelebyong,7/1/2021,774,282,1,774,589,774,NA,0.364341085,0,282,7,2.275681011,33.77566799,60.41496277,117.9112701
Kapelebyong,8/1/2021,847,339,0.998819362,846,913,847,NA,0.400236128,0,339,8,2.275681011,33.77566799,117.9112701,83.59128571
Kapelebyong,9/1/2021,857,332,0.998833139,856,919,857,NA,0.3873979,0,332,9,2.275681011,33.77566799,83.59128571,139.3759155
Kapelebyong,10/1/2021,1043,415,0.996164909,1039,713,1043,NA,0.3978907,0,415,10,2.275681011,33.77566799,139.3759155,111.5251465
Lira-Kato,1/1/2020,688,685,1,688,345,689,NA,0.995639535,0.995639535,686,1,2.869041,33.488078,118.4709473,14.86742401
Lira-Kato,2/1/2020,1274,930,0.998430141,1272,333,1281,NA,0.729984301,5.10989011,935,2,2.869041,33.488078,14.86742401,21.89756775
Lira-Kato,3/1/2020,1393,1053,0.999282125,1392,449,1394,NA,0.755922469,0.755922469,1054,3,2.869041,33.488078,21.89756775,213.7938385
Lira-Kato,4/1/2020,1511,994,1,1511,371,1511,NA,0.657842488,0,994,4,2.869041,33.488078,213.7938385,117.5367203
Lira-Kato,5/1/2020,2067,1243,1,2067,28,2067,NA,0.60135462,0,1243,5,2.869041,33.488078,117.5367203,144.1748199
Lira-Kato,6/1/2020,2341,1617,0.998718496,2338,33,2341,NA,0.690730457,0,1617,6,2.869041,33.488078,144.1748199,113.7852402
Lira-Kato,7/1/2020,2339,1768,0.999144934,2337,73,2341,NA,0.755878581,1.511757161,1770,7,2.869041,33.488078,113.7852402,148.4092865
Lira-Kato,8/1/2020,852,626,1,852,103,852,NA,0.734741784,0,626,8,2.869041,33.488078,148.4092865,222.8535767
Lira-Kato,9/1/2020,1679,1286,0.999404407,1678,65,1679,NA,0.765932102,0,1286,9,2.869041,33.488078,222.8535767,153.1885376
Lira-Kato,10/1/2020,1416,989,0.998587571,1414,190,1416,NA,0.698446328,0,989,10,2.869041,33.488078,153.1885376,257.5670776
Lira-Kato,11/1/2020,977,616,0.998976459,976,122,977,NA,0.630501535,0,616,11,2.869041,33.488078,257.5670776,94.90869904
Lira-Kato,12/1/2020,1277,863,0.999216915,1276,122,1277,NA,0.675802662,0,863,12,2.869041,33.488078,94.90869904,16.48705292
Lira-Kato,1/1/2021,321,197,0.925233645,297,279,321,NA,0.613707165,0,197,1,2.869041,33.488078,16.48705292,13.83470249
Lira-Kato,2/1/2021,879,394,0.995449374,875,417,880,NA,0.448236633,0.448236633,394,2,2.869041,33.488078,13.83470249,12.11223507
Lira-Kato,3/1/2021,940,371,0.99787234,938,298,940,NA,0.394680851,0,371,3,2.869041,33.488078,12.11223507,47.09289551
Lira-Kato,4/1/2021,942,280,1,942,96,942,NA,0.297239915,0,280,4,2.869041,33.488078,47.09289551,125.357933
Lira-Kato,5/1/2021,1439,665,0.979847116,1410,196,1439,NA,0.462126477,0,665,5,2.869041,33.488078,125.357933,185.6159363
Lira-Kato,6/1/2021,833,567,0.097238896,81,452,833,NA,0.680672269,0,567,6,2.869041,33.488078,185.6159363,64.47465515
Lira-Kato,7/1/2021,1441,1017,0.956280361,1378,219,1441,NA,0.705759889,0,1017,7,2.869041,33.488078,64.47465515,106.7380829
Lira-Kato,8/1/2021,1401,798,0.438972163,615,70,1401,NA,0.569593148,0,798,8,2.869041,33.488078,106.7380829,134.4505615
Lira-Kato,9/1/2021,528,379,0.003787879,2,174,528,NA,0.71780303,0,379,9,2.869041,33.488078,134.4505615,152.4068298
Lira-Kato,10/1/2021,990,645,0.336363636,333,148,990,NA,0.651515152,0,645,10,2.869041,33.488078,152.4068298,81.29766846
Lumino,1/1/2020,1988,1207,0.939637827,1868,260,1988,NA,0.607142857,0,1207,1,0.3242,33.9883,285.2938843,116.7133331
Lumino,2/1/2020,1178,659,0.926994907,1092,177,1178,NA,0.55942275,0,659,2,0.3242,33.9883,116.7133331,72.4515152
Lumino,3/1/2020,1414,724,0.958981612,1356,243,1414,NA,0.512022631,0,724,3,0.3242,33.9883,72.4515152,346.9654541
Lumino,4/1/2020,1133,688,0.982347749,1113,294,1133,NA,0.607237423,0,688,4,0.3242,33.9883,346.9654541,268.8037109
Lumino,5/1/2020,1574,964,0.978398983,1540,337,1574,NA,0.612452351,0,964,5,0.3242,33.9883,268.8037109,225.7255859
Lumino,6/1/2020,1948,1245,0.967659138,1885,357,1948,NA,0.639117043,0,1245,6,0.3242,33.9883,225.7255859,148.9578857
Lumino,7/1/2020,1624,898,0.637315271,1035,611,1624,NA,0.552955665,0,898,7,0.3242,33.9883,148.9578857,87.86456299
Lumino,8/1/2020,1274,681,0.89010989,1134,431,1274,NA,0.534536892,0,681,8,0.3242,33.9883,87.86456299,154.4223022
Lumino,9/1/2020,1185,662,0.722362869,856,500,1185,NA,0.558649789,0,662,9,0.3242,33.9883,154.4223022,226.9523163
Lumino,10/1/2020,1532,861,0.897519582,1375,327,1532,NA,0.562010444,0,861,10,0.3242,33.9883,226.9523163,254.8891602
Lumino,11/1/2020,1493,904,0.987943737,1475,296,1493,NA,0.605492297,0,904,11,0.3242,33.9883,254.8891602,505.5450439
Lumino,12/1/2020,1440,916,0.947916667,1365,269,1440,NA,0.636111111,0,916,12,0.3242,33.9883,505.5450439,83.62150574
Lumino,1/1/2021,1371,807,0.971553611,1332,302,1371,NA,0.588621444,0,807,1,0.3242,33.9883,83.62150574,98.83644867
Lumino,2/1/2021,1525,758,0.922622951,1407,429,1525,NA,0.49704918,0,758,2,0.3242,33.9883,98.83644867,69.84789276
Lumino,3/1/2021,1099,502,0.794358508,873,445,1099,NA,0.45677889,0,502,3,0.3242,33.9883,69.84789276,104.353096
Lumino,4/1/2021,1144,620,0.855769231,979,393,1144,NA,0.541958042,0,620,4,0.3242,33.9883,104.353096,328.9203491
Lumino,5/1/2021,1431,593,0.742837177,1063,386,1431,NA,0.414395528,0,593,5,0.3242,33.9883,328.9203491,261.3144836
Lumino,6/1/2021,1222,518,0.993453355,1214,266,1222,NA,0.423895254,0,518,6,0.3242,33.9883,261.3144836,105.5254822
Lumino,7/1/2021,759,414,0.422924901,321,262,759,NA,0.545454545,0,414,7,0.3242,33.9883,105.5254822,35.58135986
Lumino,8/1/2021,735,406,0.095238095,70,216,735,NA,0.552380952,0,406,8,0.3242,33.9883,35.58135986,124.7368088
Lumino,9/1/2021,896,417,0.984375,882,261,896,NA,0.465401786,0,417,9,0.3242,33.9883,124.7368088,203.1600037
Lumino,10/1/2021,836,400,0.479665072,401,376,836,NA,0.4784689,0,400,10,0.3242,33.9883,203.1600037,177.0584564
Morungatuny,1/1/2020,229,104,0.982532751,225,48,229,NA,0.454148472,0,104,1,2.12157,33.50803,197.5148621,25.98546219
Morungatuny,2/1/2020,944,500,0.993644068,938,155,944,NA,0.529661017,0,500,2,2.12157,33.50803,25.98546219,25.38928986
Morungatuny,3/1/2020,736,376,0.995923913,733,413,736,NA,0.510869565,0,376,3,2.12157,33.50803,25.38928986,240.1226654
Morungatuny,4/1/2020,861,485,0.989547038,852,245,861,NA,0.56329849,0,485,4,2.12157,33.50803,240.1226654,164.7944031
Morungatuny,5/1/2020,1108,640,0.999097473,1107,57,1108,NA,0.577617329,0,640,5,2.12157,33.50803,164.7944031,158.9703979
Morungatuny,6/1/2020,1191,707,1,1191,17,1191,NA,0.593618808,0,707,6,2.12157,33.50803,158.9703979,137.9506683
Morungatuny,7/1/2020,1683,1099,1,1683,12,1683,NA,0.653000594,0,1099,7,2.12157,33.50803,137.9506683,186.3087006
Morungatuny,8/1/2020,1745,1151,0.999426934,1744,72,1745,NA,0.659598854,0,1151,8,2.12157,33.50803,186.3087006,272.6525269
Morungatuny,9/1/2020,1446,813,1,1446,1,1446,NA,0.562240664,0,813,9,2.12157,33.50803,272.6525269,181.2089233
Morungatuny,10/1/2020,1535,745,1,1535,31,1535,NA,0.48534202,0,745,10,2.12157,33.50803,181.2089233,184.3903809
Morungatuny,11/1/2020,1278,577,1,1278,21,1278,NA,0.451486698,0,577,11,2.12157,33.50803,184.3903809,165.3356934
Morungatuny,12/1/2020,1208,501,1,1208,17,1208,NA,0.414735099,0,501,12,2.12157,33.50803,165.3356934,18.19029999
Morungatuny,1/1/2021,996,316,1,996,35,996,NA,0.317269076,0,316,1,2.12157,33.50803,18.19029999,44.53707123
Morungatuny,2/1/2021,1088,300,1,1088,17,1088,NA,0.275735294,0,300,2,2.12157,33.50803,44.53707123,30.0679245
Morungatuny,3/1/2021,1145,297,0.999126638,1144,4,1145,NA,0.259388646,0,297,3,2.12157,33.50803,30.0679245,41.20584869
Morungatuny,4/1/2021,1247,270,1,1247,3,1247,NA,0.216519647,0,270,4,2.12157,33.50803,41.20584869,189.1497498
Morungatuny,5/1/2021,1074,411,1,1074,46,1074,NA,0.382681564,0,411,5,2.12157,33.50803,189.1497498,175.9168091
Morungatuny,6/1/2021,1292,413,1,1292,23,1292,NA,0.319659443,0,413,6,2.12157,33.50803,175.9168091,67.12997437
Morungatuny,7/1/2021,446,155,1,446,11,446,NA,0.347533632,0,155,7,2.12157,33.50803,67.12997437,103.3867035
Morungatuny,8/1/2021,829,294,1,829,66,829,NA,0.35464415,0,294,8,2.12157,33.50803,103.3867035,130.5192871
Morungatuny,9/1/2021,636,278,1,636,212,636,NA,0.437106918,0,278,9,2.12157,33.50803,130.5192871,166.769104
Morungatuny,10/1/2021,1006,434,1,1006,144,1006,NA,0.431411531,0,434,10,2.12157,33.50803,166.769104,97.81158447
Nagongera,2/1/2014,757,173,0,0,491,765,0,0.228533686,1.828269485,175,2,0.769783,34.025635,50.4717865,69.02033234
Nagongera,3/1/2014,468,99,0,0,353,474,0,0.211538462,1.269230769,100,3,0.769783,34.025635,69.02033234,111.9245758
Nagongera,4/1/2014,1039,250,0.011549567,12,584,1042,0,0.240615977,0.721847931,251,4,0.769783,34.025635,111.9245758,150.8592529
Nagongera,5/1/2014,1014,265,0.064102564,65,484,1018,0,0.261341223,1.045364892,266,5,0.769783,34.025635,150.8592529,214.4822998
Nagongera,6/1/2014,1559,358,0.083386786,130,612,1569,0,0.229634381,2.29634381,360,6,0.769783,34.025635,214.4822998,159.647522
Nagongera,7/1/2014,1561,314,0.01409353,22,591,1571,0,0.201153107,2.01153107,316,7,0.769783,34.025635,159.647522,97.0080719
Nagongera,8/1/2014,1423,323,0.129304287,184,560,1429,0,0.226985242,1.361911455,324,8,0.769783,34.025635,97.0080719,135.9405365
Nagongera,9/1/2014,853,199,0.024618992,21,717,876,0,0.233294256,5.365767878,204,9,0.769783,34.025635,135.9405365,105.9804001
Nagongera,10/1/2014,963,249,0.114226376,110,785,981,0,0.258566978,4.654205607,254,10,0.769783,34.025635,105.9804001,217.6968689
Nagongera,11/1/2014,1058,281,0.066162571,70,811,1100,0,0.265595463,11.15500945,292,11,0.769783,34.025635,217.6968689,127.9853668
Nagongera,12/1/2014,1027,347,0.106134372,109,749,1036,0,0.337877313,3.040895813,350,12,0.769783,34.025635,127.9853668,68.00526428
Nagongera,1/1/2015,1374,440,0.026928675,37,840,1390,0,0.320232897,5.123726346,445,1,0.769783,34.025635,68.00526428,7.448589325
Nagongera,2/1/2015,914,160,0.029540481,27,666,921,1,0.175054705,1.225382932,161,2,0.769783,34.025635,7.448589325,22.27713203
Nagongera,3/1/2015,937,107,0.028815368,27,819,951,2,0.114194237,1.598719317,109,3,0.769783,34.025635,22.27713203,63.5030365
Nagongera,4/1/2015,539,67,0.038961039,21,674,544,3,0.124304267,0.621521336,68,4,0.769783,34.025635,63.5030365,220.8833313
Nagongera,5/1/2015,861,146,0.041811847,36,796,873,4,0.169570267,2.034843206,148,5,0.769783,34.025635,220.8833313,169.1177673
Nagongera,6/1/2015,767,203,0.054758801,42,942,781,5,0.264667536,3.705345502,207,6,0.769783,34.025635,169.1177673,201.2490387
Nagongera,7/1/2015,753,120,0.128818061,97,915,770,6,0.15936255,2.709163347,123,7,0.769783,34.025635,201.2490387,75.21499634
Nagongera,8/1/2015,599,66,0.151919866,91,1232,644,7,0.110183639,4.958263773,71,8,0.769783,34.025635,75.21499634,74.1218338
Nagongera,9/1/2015,941,85,0.138150903,130,732,949,8,0.090329437,0.722635494,86,9,0.769783,34.025635,74.1218338,122.9644394
Nagongera,10/1/2015,952,69,0.155462185,148,985,955,9,0.072478992,0.217436975,69,10,0.769783,34.025635,122.9644394,239.15448
Nagongera,11/1/2015,957,63,0.509926855,488,1152,966,10,0.065830721,0.592476489,64,11,0.769783,34.025635,239.15448,250.6279297
Nagongera,12/1/2015,587,44,0.449744463,264,1080,589,11,0.074957411,0.149914821,44,12,0.769783,34.025635,250.6279297,129.4519196
Nagongera,1/1/2016,579,32,0.347150259,201,1370,585,12,0.055267703,0.331606218,32,1,0.769783,34.025635,129.4519196,74.8948822
Nagongera,2/1/2016,509,38,0.388998035,198,1229,518,13,0.074656189,0.671905697,39,2,0.769783,34.025635,74.8948822,25.98184204
Nagongera,3/1/2016,469,35,0.590618337,277,1278,473,14,0.074626866,0.298507463,35,3,0.769783,34.025635,25.98184204,70.18797302
Nagongera,4/1/2016,406,30,0.71182266,289,1190,412,15,0.073891626,0.443349754,30,4,0.769783,34.025635,70.18797302,302.1793823
Nagongera,5/1/2016,682,105,0.486803519,332,1330,686,16,0.153958944,0.615835777,106,5,0.769783,34.025635,302.1793823,155.2415924
Nagongera,6/1/2016,1242,399,0.507246377,630,1202,1256,17,0.321256039,4.497584541,403,6,0.769783,34.025635,155.2415924,127.0538177
Nagongera,7/1/2016,1156,222,0.44982699,520,807,1162,18,0.192041522,1.152249135,223,7,0.769783,34.025635,127.0538177,66.68494415
Nagongera,8/1/2016,736,52,0.410326087,302,1011,739,19,0.070652174,0.211956522,52,8,0.769783,34.025635,66.68494415,71.21403503
Nagongera,9/1/2016,522,35,0.524904215,274,1201,529,20,0.067049808,0.469348659,35,9,0.769783,34.025635,71.21403503,93.65211487
Nagongera,10/1/2016,578,39,0.693771626,401,1127,578,21,0.067474048,0,39,10,0.769783,34.025635,93.65211487,87.19707489
Nagongera,11/1/2016,523,35,0.709369025,371,1489,524,22,0.066921606,0.066921606,35,11,0.769783,34.025635,87.19707489,116.1694031
Nagongera,12/1/2016,481,38,0.656964657,316,838,481,23,0.079002079,0,38,12,0.769783,34.025635,116.1694031,13.47591114
Nagongera,1/1/2017,572,38,0.769230769,440,1133,572,24,0.066433566,0,38,1,0.769783,34.025635,13.47591114,54.05015945
Nagongera,2/1/2017,352,25,0.514204545,181,1201,354,25,0.071022727,0.142045455,25,2,0.769783,34.025635,54.05015945,171.1409607
Nagongera,3/1/2017,415,77,0.614457831,255,1329,416,26,0.185542169,0.185542169,77,3,0.769783,34.025635,171.1409607,81.27993774
Nagongera,4/1/2017,721,161,0.463245492,334,1165,722,27,0.223300971,0.223300971,161,4,0.769783,34.025635,81.27993774,166.9355164
Nagongera,5/1/2017,1059,382,0.71388102,756,1301,1063,28,0.360717658,1.442870633,383,5,0.769783,34.025635,166.9355164,215.774826
Nagongera,6/1/2017,939,328,0.674121406,633,1289,951,29,0.349307774,4.191693291,332,6,0.769783,34.025635,215.774826,116.9214172
Nagongera,7/1/2017,826,418,0.351089588,290,1189,837,30,0.506053269,5.566585956,424,7,0.769783,34.025635,116.9214172,120.1456146
Nagongera,8/1/2017,716,153,0.336592179,241,1122,717,31,0.213687151,0.213687151,153,8,0.769783,34.025635,120.1456146,129.2307739
Nagongera,9/1/2017,369,59,0.780487805,288,951,371,32,0.159891599,0.319783198,59,9,0.769783,34.025635,129.2307739,137.5411987
Nagongera,10/1/2017,277,57,0.487364621,135,1350,278,33,0.205776173,0.205776173,57,10,0.769783,34.025635,137.5411987,127.7946701
Nagongera,11/1/2017,292,53,0.643835616,188,1168,292,34,0.181506849,0,53,11,0.769783,34.025635,127.7946701,123.9910583
Nagongera,12/1/2017,342,31,0.391812865,134,799,342,35,0.090643275,0,31,12,0.769783,34.025635,123.9910583,18.33328629
Nagongera,1/1/2018,514,32,0.501945525,258,912,514,36,0.062256809,0,32,1,0.769783,34.025635,18.33328629,18.73593903
Nagongera,2/1/2018,339,34,0.610619469,207,1130,340,37,0.100294985,0.100294985,34,2,0.769783,34.025635,18.73593903,64.25026703
Nagongera,3/1/2018,295,21,0.861016949,254,952,296,38,0.071186441,0.071186441,21,3,0.769783,34.025635,64.25026703,169.4001312
Nagongera,4/1/2018,338,21,0.866863905,293,1077,338,39,0.062130178,0,21,4,0.769783,34.025635,169.4001312,250.5919342
Nagongera,5/1/2018,578,70,0.444636678,257,1157,578,40,0.121107266,0,70,5,0.769783,34.025635,250.5919342,242.8729095
Nagongera,6/1/2018,701,96,0.233951498,164,904,702,41,0.136947218,0.136947218,96,6,0.769783,34.025635,242.8729095,144.3247986
Nagongera,7/1/2018,760,66,0.103947368,79,798,760,42,0.086842105,0,66,7,0.769783,34.025635,144.3247986,71.71231842
Nagongera,8/1/2018,1011,29,0.042532146,43,994,1011,43,0.028684471,0,29,8,0.769783,34.025635,71.71231842,91.53218079
Nagongera,9/1/2018,632,27,0.007911392,5,658,632,44,0.042721519,0,27,9,0.769783,34.025635,91.53218079,79.48542786
Nagongera,10/1/2018,847,28,0.07674144,65,874,847,45,0.033057851,0,28,10,0.769783,34.025635,79.48542786,117.9626007
Nagongera,11/1/2018,679,30,0.06921944,47,818,679,46,0.044182622,0,30,11,0.769783,34.025635,117.9626007,74.00845337
Nagongera,12/1/2018,582,21,0.195876289,114,726,582,47,0.036082474,0,21,12,0.769783,34.025635,74.00845337,121.7927551
Nagongera,1/1/2019,447,21,0.181208054,81,1033,447,48,0.046979866,0,21,1,0.769783,34.025635,121.7927551,14.56502151
Nagongera,2/1/2019,334,31,0.24251497,81,1014,334,49,0.092814371,0,31,2,0.769783,34.025635,14.56502151,70.47885132
Nagongera,3/1/2019,381,34,0.530183727,202,850,381,50,0.089238845,0,34,3,0.769783,34.025635,70.47885132,105.9741058
Nagongera,4/1/2019,510,47,0.129411765,66,797,510,51,0.092156863,0,47,4,0.769783,34.025635,105.9741058,193.809967
Nagongera,5/1/2019,323,29,0.284829721,92,899,324,52,0.089783282,0.089783282,29,5,0.769783,34.025635,193.809967,175.664917
Nagongera,6/1/2019,423,61,0.302600473,128,868,423,53,0.144208038,0,61,6,0.769783,34.025635,175.664917,171.2089844
Nagongera,7/1/2019,602,82,0.131229236,79,1075,602,54,0.136212625,0,82,7,0.769783,34.025635,171.2089844,106.1395874
Nagongera,8/1/2019,441,48,0.648526077,286,1058,442,55,0.108843537,0.108843537,48,8,0.769783,34.025635,106.1395874,131.9360504
Nagongera,9/1/2019,469,43,0.918976546,431,844,470,56,0.091684435,0.091684435,43,9,0.769783,34.025635,131.9360504,119.0884018
Nagongera,10/1/2019,461,48,0.548806941,253,1191,461,57,0.104121475,0,48,10,0.769783,34.025635,119.0884018,319.1064148
Nagongera,11/1/2019,514,42,0.23151751,119,1107,515,58,0.081712062,0.081712062,42,11,0.769783,34.025635,319.1064148,200.8599396
Nagongera,12/1/2019,319,51,0.526645768,168,906,319,59,0.159874608,0,51,12,0.769783,34.025635,200.8599396,252.8745422
Nagongera,1/1/2020,623,87,0.455858748,284,1399,623,60,0.13964687,0,87,1,0.769783,34.025635,252.8745422,98.20779419
Nagongera,2/1/2020,607,99,0.747940692,454,942,609,61,0.163097199,0.326194399,99,2,0.769783,34.025635,98.20779419,62.81901169
Nagongera,3/1/2020,651,61,0.371735791,242,841,651,62,0.093701997,0,61,3,0.769783,34.025635,62.81901169,264.6118469
Nagongera,4/1/2020,316,47,0.886075949,280,646,316,63,0.148734177,0,47,4,0.769783,34.025635,264.6118469,221.0002594
Nagongera,5/1/2020,437,40,0.459954233,201,1363,437,64,0.091533181,0,40,5,0.769783,34.025635,221.0002594,147.4624329
Nagongera,6/1/2020,544,65,0.871323529,474,1085,544,65,0.119485294,0,65,6,0.769783,34.025635,147.4624329,159.0747681
Nagongera,7/1/2020,651,62,0.989247312,644,1061,651,66,0.095238095,0,62,7,0.769783,34.025635,159.0747681,99.52865601
Nagongera,8/1/2020,535,49,0.998130841,534,1114,535,67,0.091588785,0,49,8,0.769783,34.025635,99.52865601,203.2272034
Nagongera,9/1/2020,511,46,0.982387476,502,903,511,68,0.090019569,0,46,9,0.769783,34.025635,203.2272034,146.5601959
Nagongera,10/1/2020,734,56,0.991825613,728,1281,734,69,0.076294278,0,56,10,0.769783,34.025635,146.5601959,215.1714478
Nagongera,11/1/2020,706,65,0.990084986,699,1275,706,70,0.092067989,0,65,11,0.769783,34.025635,215.1714478,415.7589722
Nagongera,12/1/2020,716,90,0.927374302,664,1136,716,71,0.125698324,0,90,12,0.769783,34.025635,415.7589722,51.72822952
Nagongera,1/1/2021,854,114,0.825526932,705,1642,856,72,0.133489461,0.266978923,114,1,0.769783,34.025635,51.72822952,67.31661987
Nagongera,2/1/2021,801,134,0.647940075,519,1212,801,73,0.167290886,0,134,2,0.769783,34.025635,67.31661987,79.39915466
Nagongera,3/1/2021,897,222,0.652173913,585,1192,897,74,0.247491639,0,222,3,0.769783,34.025635,79.39915466,67.41702271
Nagongera,4/1/2021,758,170,0.972295515,737,1092,758,75,0.224274406,0,170,4,0.769783,34.025635,67.41702271,274.8889771
Nagongera,5/1/2021,1017,298,0.991150442,1008,1106,1017,76,0.293018682,0,298,5,0.769783,34.025635,274.8889771,187.9998322
Nagongera,6/1/2021,878,329,0.971526196,853,977,878,77,0.374715262,0,329,6,0.769783,34.025635,187.9998322,101.1412659
Nagongera,7/1/2021,832,381,0.748798077,623,841,832,78,0.457932692,0,381,7,0.769783,34.025635,101.1412659,51.32292938
Nagongera,8/1/2021,1194,598,0.265494137,317,849,1194,79,0.500837521,0,598,8,0.769783,34.025635,51.32292938,118.1720123
Nagongera,9/1/2021,1264,619,0.356803797,451,1057,1264,80,0.48971519,0,619,9,0.769783,34.025635,118.1720123,152.8726959
Nagongera,10/1/2021,1330,841,0.75112782,999,610,1330,81,0.632330827,0,841,10,0.769783,34.025635,152.8726959,104.7876892
Obalanga,1/1/2020,864,342,0.649305556,561,185,864,NA,0.395833333,0,342,1,2.198768,33.594979,173.7713013,24.30458832
Obalanga,2/1/2020,876,506,0.810502283,710,149,876,NA,0.577625571,0,506,2,2.198768,33.594979,24.30458832,26.08112335
Obalanga,3/1/2020,1025,586,0.970731707,995,135,1025,NA,0.571707317,0,586,3,2.198768,33.594979,26.08112335,228.7181396
Obalanga,4/1/2020,1401,925,0.902212705,1264,179,1402,NA,0.660242684,0.660242684,926,4,2.198768,33.594979,228.7181396,172.0761108
Obalanga,5/1/2020,1752,1160,0.780821918,1368,169,1752,NA,0.662100457,0,1160,5,2.198768,33.594979,172.0761108,153.0059814
Obalanga,6/1/2020,1979,1449,0.879231935,1740,347,1981,NA,0.732187974,1.464375947,1450,6,2.198768,33.594979,153.0059814,150.5258789
